Timestamp,Field_ID,Asset_ID,Ambient_Temperature_C,Humidity_Percentage,Daily_Rainfall_mm,Soil_Moisture_Percentage,Nitrogen_N_ppm,Phosphorus_P_ppm,Potassium_K_ppm
2023-08-22,FLD_01,EQP_001,35.1,62.1,0.0,40.0,48.3,28.5,49.5
2023-08-22,FLD_02,EQP_002,36.6,36.2,0.0,37.1,51.2,36.0,29.9
2023-08-22,FLD_03,EQP_003,14.4,47.5,0.0,32.5,63.4,22.2,36.4
2023-08-22,FLD_04,EQP_004,16.9,59.9,0.0,61.4,53.0,30.8,39.7
2023-08-22,FLD_05,EQP_005,30.4,32.3,0.0,43.2,54.0,41.5,33.9
2023-08-22,FLD_06,EQP_006,16.9,46.7,0.01,58.8,57.8,19.6,38.8
2023-08-23,FLD_01,EQP_001,32.7,27.5,0.0,48.4,51.7,27.8,38.1
2023-08-23,FLD_02,EQP_002,35.0,32.3,0.12,41.8,47.0,27.1,45.5
2023-08-23,FLD_03,EQP_003,12.5,52.9,0.0,24.3,45.2,32.6,36.1
2023-08-23,FLD_04,EQP_004,10.4,50.7,0.0,56.7,41.2,37.8,44.8
2023-08-23,FLD_05,EQP_005,30.3,44.6,0.0,34.3,60.7,27.3,32.5
2023-08-23,FLD_06,EQP_006,12.5,55.3,0.38,60.9,55.5,26.8,39.1
2023-08-24,FLD_01,EQP_001,37.7,28.1,0.0,39.6,41.2,37.8,41.5
2023-08-24,FLD_02,EQP_002,36.6,38.9,0.0,39.4,41.4,30.6,39.8
2023-08-24,FLD_03,EQP_003,15.1,58.1,0.0,30.3,56.6,37.3,40.5
2023-08-24,FLD_04,EQP_004,9.9,37.3,0.11,53.2,51.1,32.2,46.0
2023-08-24,FLD_05,EQP_005,34.1,34.0,0.0,31.3,53.6,32.7,33.4
2023-08-24,FLD_06,EQP_006,13.5,54.5,0.0,69.1,57.2,25.2,45.2
2023-08-25,FLD_01,EQP_001,37.5,33.5,0.0,41.1,47.8,38.1,45.7
2023-08-25,FLD_02,EQP_002,38.7,38.2,0.0,33.8,44.3,35.5,49.5
2023-08-25,FLD_03,EQP_003,20.9,59.9,0.0,31.2,57.7,26.4,44.8
2023-08-25,FLD_04,EQP_004,16.3,59.5,0.0,58.0,57.2,30.6,36.1
2023-08-25,FLD_05,EQP_005,34.8,35.0,0.0,28.5,58.4,30.2,36.9
2023-08-25,FLD_06,EQP_006,11.1,55.3,0.49,70.4,54.4,26.5,34.9
2023-08-26,FLD_01,EQP_001,37.6,27.3,0.13,45.8,56.9,23.7,28.5
2023-08-26,FLD_02,EQP_002,32.7,52.5,0.0,31.1,53.5,17.6,27.7
2023-08-26,FLD_03,EQP_003,18.1,53.9,0.0,35.0,51.8,25.6,34.2
2023-08-26,FLD_04,EQP_004,14.9,62.8,0.0,62.2,56.1,26.8,34.0
2023-08-26,FLD_05,EQP_005,32.2,21.8,0.09,37.5,63.8,38.9,41.8
2023-08-26,FLD_06,EQP_006,16.5,50.0,0.11,56.8,61.9,35.6,44.5
2023-08-27,FLD_01,EQP_001,30.3,31.4,0.0,48.6,52.0,24.0,37.6
2023-08-27,FLD_02,EQP_002,33.5,16.7,0.0,39.6,43.0,30.1,38.7
2023-08-27,FLD_03,EQP_003,11.7,63.9,0.0,40.2,60.4,20.0,35.8
2023-08-27,FLD_04,EQP_004,15.7,62.4,0.0,55.8,43.2,29.3,37.6
2023-08-27,FLD_05,EQP_005,31.7,44.6,0.0,35.0,56.5,34.6,45.1
2023-08-27,FLD_06,EQP_006,9.4,53.5,0.0,62.7,55.2,32.6,34.4
2023-08-28,FLD_01,EQP_001,42.5,19.5,0.0,46.8,50.5,33.8,48.9
2023-08-28,FLD_02,EQP_002,36.0,31.9,0.01,27.9,49.3,34.1,45.7
2023-08-28,FLD_03,EQP_003,15.8,52.9,0.0,26.8,46.3,32.4,34.1
2023-08-28,FLD_04,EQP_004,10.4,58.3,0.0,57.3,48.3,28.7,40.7
2023-08-28,FLD_05,EQP_005,31.7,35.7,0.24,43.5,51.7,32.3,42.6
2023-08-28,FLD_06,EQP_006,7.8,62.3,0.0,68.6,38.2,27.3,35.6
2023-08-29,FLD_01,EQP_001,28.7,32.6,0.0,47.5,51.9,34.4,50.7
2023-08-29,FLD_02,EQP_002,29.5,34.0,0.03,40.5,47.2,27.8,33.3
2023-08-29,FLD_03,EQP_003,17.5,60.9,0.0,30.1,53.1,25.6,37.3
2023-08-29,FLD_04,EQP_004,9.7,72.0,0.0,59.7,62.5,33.0,41.1
2023-08-29,FLD_05,EQP_005,31.1,20.7,0.0,31.3,53.2,27.1,26.4
2023-08-29,FLD_06,EQP_006,9.6,54.7,0.29,75.1,48.3,31.4,30.2
2023-08-30,FLD_01,EQP_001,34.9,37.8,0.0,40.5,45.6,32.8,39.4
2023-08-30,FLD_02,EQP_002,34.7,47.6,0.0,47.2,34.3,30.7,38.0
2023-08-30,FLD_03,EQP_003,12.1,62.5,0.0,46.4,46.1,33.5,30.4
2023-08-30,FLD_04,EQP_004,13.0,56.2,0.0,56.0,48.6,29.6,43.1
2023-08-30,FLD_05,EQP_005,30.3,34.9,0.0,40.5,41.7,25.7,38.4
2023-08-30,FLD_06,EQP_006,10.3,53.4,0.0,52.7,44.4,33.1,41.4
2023-08-31,FLD_01,EQP_001,30.0,30.4,0.0,47.2,58.9,24.2,39.1
2023-08-31,FLD_02,EQP_002,28.1,30.6,0.22,42.1,43.2,27.7,31.6
2023-08-31,FLD_03,EQP_003,14.3,65.6,0.0,36.4,45.3,27.1,53.5
2023-08-31,FLD_04,EQP_004,11.7,48.2,0.15,59.6,30.3,26.7,46.9
2023-08-31,FLD_05,EQP_005,36.3,22.1,0.0,38.4,52.9,26.7,38.8
2023-08-31,FLD_06,EQP_006,13.7,61.6,0.0,63.5,65.9,33.3,35.5
2023-09-01,FLD_01,EQP_001,34.6,48.6,0.0,39.6,41.3,31.2,52.7
2023-09-01,FLD_02,EQP_002,30.3,32.2,0.0,45.9,65.0,32.7,43.6
2023-09-01,FLD_03,EQP_003,15.5,64.7,1.11,33.9,50.0,27.1,40.9
2023-09-01,FLD_04,EQP_004,18.9,57.1,0.0,56.5,49.1,20.4,34.2
2023-09-01,FLD_05,EQP_005,37.2,15.0,0.0,33.0,61.1,30.7,48.0
2023-09-01,FLD_06,EQP_006,19.4,46.8,0.0,53.6,50.7,27.3,35.1
2023-09-02,FLD_01,EQP_001,37.5,22.9,0.0,38.2,57.1,31.4,28.4
2023-09-02,FLD_02,EQP_002,35.0,32.4,0.0,42.5,48.5,22.5,45.0
2023-09-02,FLD_03,EQP_003,21.0,51.8,0.45,32.3,54.1,38.1,36.9
2023-09-02,FLD_04,EQP_004,10.4,62.0,0.0,55.5,51.2,26.0,43.5
2023-09-02,FLD_05,EQP_005,30.0,35.2,0.04,39.4,48.4,26.0,40.2
2023-09-02,FLD_06,EQP_006,14.2,50.0,0.24,60.5,57.5,31.3,32.3
2023-09-03,FLD_01,EQP_001,39.0,42.6,0.0,44.3,53.1,30.7,47.1
2023-09-03,FLD_02,EQP_002,35.0,34.3,0.0,39.6,65.5,27.3,36.9
2023-09-03,FLD_03,EQP_003,12.1,48.4,0.0,28.1,48.6,30.5,38.4
2023-09-03,FLD_04,EQP_004,6.8,69.6,0.0,57.9,59.9,32.2,40.8
2023-09-03,FLD_05,EQP_005,32.6,46.7,0.0,40.3,39.8,30.1,42.3
2023-09-03,FLD_06,EQP_006,14.5,62.7,0.17,63.0,45.8,27.2,44.9
2023-09-04,FLD_01,EQP_001,31.0,44.1,0.0,46.7,51.7,38.1,48.9
2023-09-04,FLD_02,EQP_002,37.0,36.1,0.0,41.5,47.8,30.9,32.1
2023-09-04,FLD_03,EQP_003,15.6,61.0,0.21,31.0,45.7,39.5,39.1
2023-09-04,FLD_04,EQP_004,15.8,56.4,0.0,48.0,46.8,24.7,37.3
2023-09-04,FLD_05,EQP_005,33.0,30.8,0.0,34.1,42.3,33.1,36.0
2023-09-04,FLD_06,EQP_006,18.2,68.2,0.0,57.0,45.2,25.5,40.3
2023-09-05,FLD_01,EQP_001,41.6,19.5,0.0,42.8,34.1,28.2,40.7
2023-09-05,FLD_02,EQP_002,34.0,27.6,0.0,45.5,54.5,33.0,33.6
2023-09-05,FLD_03,EQP_003,16.6,47.5,0.0,26.7,48.2,31.7,36.6
2023-09-05,FLD_04,EQP_004,15.6,61.6,0.0,51.0,57.0,23.8,35.7
2023-09-05,FLD_05,EQP_005,34.1,23.6,0.0,31.6,50.8,28.3,39.2
2023-09-05,FLD_06,EQP_006,10.8,53.7,0.0,62.6,65.3,20.0,33.0
2023-09-06,FLD_01,EQP_001,31.9,40.3,0.0,43.9,62.0,28.6,28.8
2023-09-06,FLD_02,EQP_002,33.4,34.1,0.0,35.4,54.6,26.9,38.8
2023-09-06,FLD_03,EQP_003,21.0,72.9,1.1,33.8,50.9,44.6,42.9
2023-09-06,FLD_04,EQP_004,15.1,67.5,0.2,57.1,51.6,32.1,45.2
2023-09-06,FLD_05,EQP_005,31.9,30.3,0.0,28.1,46.9,34.8,42.8
2023-09-06,FLD_06,EQP_006,11.6,41.8,0.31,62.5,57.4,27.6,31.3
2023-09-07,FLD_01,EQP_001,31.3,38.2,0.0,45.9,45.3,32.4,41.2
2023-09-07,FLD_02,EQP_002,36.8,24.4,0.33,37.5,48.2,32.3,35.2
2023-09-07,FLD_03,EQP_003,18.3,66.5,0.0,33.3,40.3,38.8,39.2
2023-09-07,FLD_04,EQP_004,8.3,51.3,0.0,53.4,43.2,28.7,35.7
2023-09-07,FLD_05,EQP_005,30.4,46.5,0.0,43.1,63.1,29.1,41.2
2023-09-07,FLD_06,EQP_006,11.7,52.9,0.0,55.6,59.2,39.5,42.4
2023-09-08,FLD_01,EQP_001,38.1,32.4,0.0,43.9,45.1,31.7,30.8
2023-09-08,FLD_02,EQP_002,27.2,27.5,0.0,34.3,50.7,24.6,35.9
2023-09-08,FLD_03,EQP_003,12.6,54.9,0.0,33.9,38.2,31.9,46.6
2023-09-08,FLD_04,EQP_004,17.4,74.2,0.54,52.2,51.0,23.3,39.0
2023-09-08,FLD_05,EQP_005,33.7,57.7,0.0,39.3,38.7,30.8,45.8
2023-09-08,FLD_06,EQP_006,11.1,67.2,0.0,72.2,44.7,30.0,36.1
2023-09-09,FLD_01,EQP_001,29.6,22.9,0.02,46.2,34.2,28.8,46.3
2023-09-09,FLD_02,EQP_002,36.2,39.2,0.0,28.8,40.3,35.5,33.0
2023-09-09,FLD_03,EQP_003,8.7,71.9,0.0,34.7,39.2,34.7,40.0
2023-09-09,FLD_04,EQP_004,17.2,53.8,0.0,51.6,55.7,26.6,31.5
2023-09-09,FLD_05,EQP_005,28.5,20.3,0.0,32.7,53.2,31.8,42.4
2023-09-09,FLD_06,EQP_006,19.2,56.4,0.0,58.1,48.8,41.5,31.4
2023-09-10,FLD_01,EQP_001,38.8,41.5,0.0,46.1,44.2,21.8,27.5
2023-09-10,FLD_02,EQP_002,37.2,19.1,0.0,29.0,53.5,29.1,37.1
2023-09-10,FLD_03,EQP_003,16.4,54.8,0.0,32.4,39.7,26.9,39.8
2023-09-10,FLD_04,EQP_004,10.8,68.4,0.0,53.3,39.9,34.1,41.9
2023-09-10,FLD_05,EQP_005,35.3,31.2,0.0,32.5,49.4,32.8,37.2
2023-09-10,FLD_06,EQP_006,17.7,60.1,0.09,56.3,56.8,26.4,38.1
2023-09-11,FLD_01,EQP_001,33.0,38.3,0.0,47.9,49.1,35.7,36.0
2023-09-11,FLD_02,EQP_002,32.8,46.1,0.0,40.7,51.6,26.1,44.4
2023-09-11,FLD_03,EQP_003,14.2,64.1,0.0,31.1,53.6,32.3,48.1
2023-09-11,FLD_04,EQP_004,19.3,54.7,0.0,50.3,41.1,33.8,47.3
2023-09-11,FLD_05,EQP_005,37.3,59.8,0.0,36.9,37.8,31.6,33.3
2023-09-11,FLD_06,EQP_006,12.3,47.5,0.0,56.4,64.3,32.1,44.6
2023-09-12,FLD_01,EQP_001,34.2,33.1,0.08,40.1,56.1,35.6,38.8
2023-09-12,FLD_02,EQP_002,31.6,27.5,0.0,33.4,61.6,37.2,34.7
2023-09-12,FLD_03,EQP_003,17.4,47.6,0.0,30.8,56.0,27.0,46.5
2023-09-12,FLD_04,EQP_004,14.6,77.7,0.28,52.2,69.4,29.4,41.3
2023-09-12,FLD_05,EQP_005,31.2,19.2,0.0,42.5,51.4,27.4,44.8
2023-09-12,FLD_06,EQP_006,12.2,57.7,0.1,54.2,43.2,21.8,38.4
2023-09-13,FLD_01,EQP_001,38.5,29.8,0.0,41.1,34.8,28.8,42.0
2023-09-13,FLD_02,EQP_002,36.9,52.4,0.0,40.6,33.3,27.2,43.7
2023-09-13,FLD_03,EQP_003,13.6,67.2,0.0,32.3,51.5,26.3,40.1
2023-09-13,FLD_04,EQP_004,19.2,43.6,0.0,44.5,34.6,28.8,30.9
2023-09-13,FLD_05,EQP_005,33.8,42.4,0.0,34.8,58.4,32.5,39.9
2023-09-13,FLD_06,EQP_006,11.9,60.6,0.0,64.5,44.3,27.8,31.1
2023-09-14,FLD_01,EQP_001,24.5,23.8,0.0,46.9,38.7,28.1,40.0
2023-09-14,FLD_02,EQP_002,32.2,24.6,0.0,35.0,38.4,34.9,40.9
2023-09-14,FLD_03,EQP_003,12.2,53.8,0.0,30.6,52.4,28.5,39.7
2023-09-14,FLD_04,EQP_004,15.0,52.8,0.0,55.9,58.8,18.8,33.2
2023-09-14,FLD_05,EQP_005,31.3,34.9,0.64,45.4,49.0,32.0,34.6
2023-09-14,FLD_06,EQP_006,18.3,60.5,0.12,68.0,57.5,14.9,49.5
2023-09-15,FLD_01,EQP_001,36.8,55.0,0.0,53.3,56.2,31.5,53.3
2023-09-15,FLD_02,EQP_002,31.5,53.9,0.0,42.2,50.6,23.8,30.2
2023-09-15,FLD_03,EQP_003,12.5,63.4,0.0,32.4,65.6,29.2,46.2
2023-09-15,FLD_04,EQP_004,17.1,54.5,0.04,43.8,57.6,29.4,45.9
2023-09-15,FLD_05,EQP_005,35.2,33.3,0.0,37.0,59.8,27.2,43.1
2023-09-15,FLD_06,EQP_006,16.1,57.3,0.0,59.1,61.6,32.1,33.5
2023-09-16,FLD_01,EQP_001,29.8,27.5,0.0,46.3,51.6,30.0,50.2
2023-09-16,FLD_02,EQP_002,29.7,34.3,0.0,37.1,60.6,32.0,37.0
2023-09-16,FLD_03,EQP_003,14.4,55.2,0.0,39.4,52.3,27.2,38.5
2023-09-16,FLD_04,EQP_004,20.8,55.1,0.0,49.6,54.1,26.9,33.2
2023-09-16,FLD_05,EQP_005,34.6,33.9,0.0,32.9,54.7,28.1,38.8
2023-09-16,FLD_06,EQP_006,19.5,67.3,0.0,64.7,57.2,25.3,35.0
2023-09-17,FLD_01,EQP_001,30.9,28.9,0.0,50.5,45.7,29.3,32.0
2023-09-17,FLD_02,EQP_002,33.6,31.6,0.0,32.9,49.8,37.3,43.1
2023-09-17,FLD_03,EQP_003,16.1,46.4,0.29,35.5,51.7,29.3,43.9
2023-09-17,FLD_04,EQP_004,20.0,59.6,0.0,46.3,42.9,25.7,35.6
2023-09-17,FLD_05,EQP_005,31.7,37.3,0.0,33.2,56.7,33.5,31.9
2023-09-17,FLD_06,EQP_006,16.8,59.7,0.67,71.5,51.3,37.1,39.2
2023-09-18,FLD_01,EQP_001,32.6,25.2,0.0,41.1,47.0,25.4,36.8
2023-09-18,FLD_02,EQP_002,27.6,40.4,0.0,51.3,48.7,29.7,39.5
2023-09-18,FLD_03,EQP_003,20.5,44.1,0.0,24.7,49.9,29.8,36.8
2023-09-18,FLD_04,EQP_004,11.5,54.7,0.0,57.8,50.9,29.3,47.6
2023-09-18,FLD_05,EQP_005,31.3,38.7,0.0,35.0,46.0,24.8,38.7
2023-09-18,FLD_06,EQP_006,13.6,71.8,0.0,63.0,50.3,28.6,36.8
2023-09-19,FLD_01,EQP_001,33.9,45.5,0.0,40.4,41.6,33.4,37.9
2023-09-19,FLD_02,EQP_002,37.3,47.0,0.0,40.7,38.7,37.4,38.7
2023-09-19,FLD_03,EQP_003,18.7,46.0,0.1,31.0,44.0,36.5,33.0
2023-09-19,FLD_04,EQP_004,15.0,62.1,0.0,51.5,52.3,31.4,39.0
2023-09-19,FLD_05,EQP_005,36.2,24.6,0.0,33.0,56.5,30.5,44.5
2023-09-19,FLD_06,EQP_006,17.9,70.0,0.0,63.6,45.3,35.4,42.3
2023-09-20,FLD_01,EQP_001,24.3,37.9,0.0,47.0,54.3,34.7,41.2
2023-09-20,FLD_02,EQP_002,40.3,33.1,0.0,36.1,51.3,23.7,38.8
2023-09-20,FLD_03,EQP_003,15.7,48.0,0.0,32.6,59.4,34.0,38.3
2023-09-20,FLD_04,EQP_004,10.9,60.4,0.0,54.7,62.0,27.6,38.4
2023-09-20,FLD_05,EQP_005,31.0,27.5,0.01,43.5,30.2,27.7,41.4
2023-09-20,FLD_06,EQP_006,21.0,47.9,0.0,59.2,37.0,33.8,45.5
2023-09-21,FLD_01,EQP_001,34.2,50.9,0.0,54.2,52.1,30.8,41.3
2023-09-21,FLD_02,EQP_002,35.3,22.2,0.0,31.2,42.1,29.4,42.6
2023-09-21,FLD_03,EQP_003,15.6,51.0,0.0,36.1,47.1,34.0,39.1
2023-09-21,FLD_04,EQP_004,6.2,56.6,0.02,59.7,44.5,37.4,39.6
2023-09-21,FLD_05,EQP_005,32.9,42.3,0.0,40.5,50.0,34.1,35.5
2023-09-21,FLD_06,EQP_006,12.1,51.6,0.0,57.5,56.5,24.1,36.3
2023-09-22,FLD_01,EQP_001,26.5,45.0,0.0,48.0,42.9,30.2,40.2
2023-09-22,FLD_02,EQP_002,35.4,19.6,0.0,31.8,37.0,24.4,40.4
2023-09-22,FLD_03,EQP_003,12.8,58.5,0.0,30.3,48.2,37.8,33.7
2023-09-22,FLD_04,EQP_004,10.2,60.6,0.14,56.9,59.7,30.1,43.2
2023-09-22,FLD_05,EQP_005,40.2,33.2,0.33,43.9,45.1,31.1,31.3
2023-09-22,FLD_06,EQP_006,13.3,48.5,0.03,66.0,63.9,28.2,35.4
2023-09-23,FLD_01,EQP_001,28.4,37.5,0.0,46.4,39.3,25.7,45.8
2023-09-23,FLD_02,EQP_002,33.8,31.1,0.05,39.9,49.4,35.5,45.8
2023-09-23,FLD_03,EQP_003,16.5,57.4,0.0,33.2,55.0,25.5,46.1
2023-09-23,FLD_04,EQP_004,18.6,51.4,0.0,44.8,53.2,31.8,47.0
2023-09-23,FLD_05,EQP_005,34.4,21.5,0.0,30.2,39.2,30.3,39.0
2023-09-23,FLD_06,EQP_006,20.2,46.7,0.0,62.5,57.2,26.5,42.1
2023-09-24,FLD_01,EQP_001,28.6,44.0,0.0,40.3,34.4,39.3,38.2
2023-09-24,FLD_02,EQP_002,29.2,23.5,0.0,41.4,64.4,36.6,34.2
2023-09-24,FLD_03,EQP_003,8.3,75.9,0.0,43.9,59.7,26.3,37.4
2023-09-24,FLD_04,EQP_004,16.5,48.9,0.11,57.2,44.7,35.1,41.8
2023-09-24,FLD_05,EQP_005,34.7,29.8,0.0,19.7,46.4,33.8,37.7
2023-09-24,FLD_06,EQP_006,13.4,48.7,0.01,64.6,54.4,34.1,29.6
2023-09-25,FLD_01,EQP_001,33.0,32.1,0.0,48.8,47.0,34.0,28.3
2023-09-25,FLD_02,EQP_002,27.9,15.0,0.04,32.5,64.9,29.9,35.7
2023-09-25,FLD_03,EQP_003,17.8,64.4,0.0,36.8,49.3,33.4,43.5
2023-09-25,FLD_04,EQP_004,16.8,65.9,0.0,53.4,57.7,27.6,36.1
2023-09-25,FLD_05,EQP_005,41.3,33.8,0.06,48.1,67.4,36.4,57.1
2023-09-25,FLD_06,EQP_006,11.8,62.2,0.53,68.2,35.8,32.3,37.1
2023-09-26,FLD_01,EQP_001,39.8,31.0,0.0,48.7,49.4,31.1,39.4
2023-09-26,FLD_02,EQP_002,38.6,32.3,0.0,38.0,56.1,30.0,28.4
2023-09-26,FLD_03,EQP_003,10.8,54.7,0.0,30.9,45.4,29.8,31.8
2023-09-26,FLD_04,EQP_004,16.2,67.9,0.2,63.2,59.9,39.4,37.0
2023-09-26,FLD_05,EQP_005,30.8,42.7,0.0,43.0,54.6,30.0,38.9
2023-09-26,FLD_06,EQP_006,12.2,60.8,0.0,71.9,47.3,28.5,37.9
2023-09-27,FLD_01,EQP_001,31.1,27.6,0.0,53.5,41.0,37.4,38.0
2023-09-27,FLD_02,EQP_002,31.0,38.7,0.0,44.9,64.7,21.1,32.6
2023-09-27,FLD_03,EQP_003,12.3,53.2,0.0,29.0,41.5,30.4,43.0
2023-09-27,FLD_04,EQP_004,8.2,53.2,0.0,55.8,41.0,27.5,33.2
2023-09-27,FLD_05,EQP_005,33.2,24.2,0.0,33.0,47.9,31.5,39.7
2023-09-27,FLD_06,EQP_006,17.8,54.1,0.61,68.7,59.0,31.4,39.9
2023-09-28,FLD_01,EQP_001,35.3,38.0,0.0,45.4,62.8,32.3,45.5
2023-09-28,FLD_02,EQP_002,34.2,41.7,0.0,39.3,47.7,32.0,42.5
2023-09-28,FLD_03,EQP_003,10.5,68.3,0.0,36.3,44.2,46.9,43.1
2023-09-28,FLD_04,EQP_004,14.8,52.9,0.0,55.1,61.7,36.1,42.7
2023-09-28,FLD_05,EQP_005,40.7,15.0,0.0,26.0,54.3,37.8,48.2
2023-09-28,FLD_06,EQP_006,17.6,68.4,0.04,60.5,55.0,26.6,41.8
2023-09-29,FLD_01,EQP_001,39.0,29.0,0.0,42.6,45.5,36.7,34.7
2023-09-29,FLD_02,EQP_002,41.5,27.6,0.0,29.8,35.6,31.2,38.5
2023-09-29,FLD_03,EQP_003,11.2,43.5,0.14,37.0,50.5,32.4,39.8
2023-09-29,FLD_04,EQP_004,10.1,45.6,0.0,57.2,45.8,26.3,44.7
2023-09-29,FLD_05,EQP_005,28.5,24.0,0.09,41.1,48.2,28.5,46.1
2023-09-29,FLD_06,EQP_006,18.1,57.4,0.06,57.8,50.3,26.4,39.1
2023-09-30,FLD_01,EQP_001,31.7,33.9,0.0,42.5,41.4,31.9,43.4
2023-09-30,FLD_02,EQP_002,30.6,50.1,0.0,30.3,44.3,38.1,38.1
2023-09-30,FLD_03,EQP_003,13.3,57.2,0.0,31.4,56.7,30.9,43.7
2023-09-30,FLD_04,EQP_004,14.3,54.2,0.0,54.6,39.7,33.0,39.8
2023-09-30,FLD_05,EQP_005,39.4,31.6,0.21,37.3,38.2,24.5,29.9
2023-09-30,FLD_06,EQP_006,18.8,53.3,0.0,59.7,50.1,29.9,35.7
2023-10-01,FLD_01,EQP_001,27.8,40.3,0.0,50.5,47.0,24.0,32.8
2023-10-01,FLD_02,EQP_002,25.1,39.8,0.0,32.4,41.7,42.2,43.7
2023-10-01,FLD_03,EQP_003,24.7,63.0,0.0,30.7,46.0,27.7,43.9
2023-10-01,FLD_04,EQP_004,17.9,35.6,0.0,49.8,50.9,28.8,40.7
2023-10-01,FLD_05,EQP_005,35.1,34.8,0.0,38.2,53.0,23.8,37.9
2023-10-01,FLD_06,EQP_006,18.2,62.0,0.08,54.2,50.6,29.5,30.9
2023-10-02,FLD_01,EQP_001,29.8,30.2,0.0,43.0,59.7,25.9,41.1
2023-10-02,FLD_02,EQP_002,30.9,49.0,0.0,38.3,48.3,34.5,35.4
2023-10-02,FLD_03,EQP_003,19.4,60.5,0.0,40.1,51.0,35.5,37.9
2023-10-02,FLD_04,EQP_004,22.1,64.9,0.0,51.0,54.0,36.5,36.6
2023-10-02,FLD_05,EQP_005,34.0,35.8,0.0,41.7,47.7,36.6,22.5
2023-10-02,FLD_06,EQP_006,13.7,49.1,0.0,56.3,54.6,34.2,49.6
2023-10-03,FLD_01,EQP_001,27.7,27.8,0.0,51.6,61.2,37.8,41.1
2023-10-03,FLD_02,EQP_002,32.5,49.7,0.0,43.4,47.3,35.8,42.5
2023-10-03,FLD_03,EQP_003,12.8,58.3,0.0,40.5,42.4,36.3,39.5
2023-10-03,FLD_04,EQP_004,22.1,65.5,0.0,49.5,58.7,24.4,40.7
2023-10-03,FLD_05,EQP_005,25.4,37.3,0.0,35.1,62.8,35.3,40.0
2023-10-03,FLD_06,EQP_006,18.6,54.4,0.0,55.4,61.4,30.4,46.5
2023-10-04,FLD_01,EQP_001,30.8,33.2,0.0,52.1,44.2,29.3,42.8
2023-10-04,FLD_02,EQP_002,28.3,40.6,0.0,34.8,54.4,26.3,37.6
2023-10-04,FLD_03,EQP_003,13.6,52.5,0.0,44.0,60.4,30.1,45.2
2023-10-04,FLD_04,EQP_004,12.3,76.6,0.0,57.1,45.1,30.4,36.1
2023-10-04,FLD_05,EQP_005,31.3,16.9,0.0,33.9,41.4,26.0,41.4
2023-10-04,FLD_06,EQP_006,13.5,50.4,0.38,67.5,70.8,32.4,34.5
2023-10-05,FLD_01,EQP_001,28.5,36.3,0.0,51.3,47.7,36.4,42.3
2023-10-05,FLD_02,EQP_002,26.1,34.2,0.0,51.4,35.4,26.3,36.2
2023-10-05,FLD_03,EQP_003,26.8,70.9,0.0,29.3,62.4,37.5,44.4
2023-10-05,FLD_04,EQP_004,18.2,53.2,0.0,56.6,48.7,27.1,27.4
2023-10-05,FLD_05,EQP_005,29.7,47.0,0.0,42.9,55.7,35.7,39.6
2023-10-05,FLD_06,EQP_006,18.7,64.3,0.0,62.6,56.8,25.7,40.5
2023-10-06,FLD_01,EQP_001,29.7,43.8,0.0,54.8,58.7,32.6,37.3
2023-10-06,FLD_02,EQP_002,26.5,30.1,0.0,31.1,53.9,32.5,45.8
2023-10-06,FLD_03,EQP_003,19.1,26.3,0.0,20.9,66.8,19.7,35.2
2023-10-06,FLD_04,EQP_004,18.1,53.5,0.0,49.5,37.8,30.1,33.4
2023-10-06,FLD_05,EQP_005,33.9,50.5,0.0,44.6,27.6,28.5,47.8
2023-10-06,FLD_06,EQP_006,16.0,70.5,0.0,57.3,54.3,24.2,35.9
2023-10-07,FLD_01,EQP_001,25.0,29.5,0.0,51.0,55.0,21.7,49.3
2023-10-07,FLD_02,EQP_002,32.1,43.5,0.0,38.3,38.8,30.1,46.8
2023-10-07,FLD_03,EQP_003,20.9,70.1,0.07,27.0,51.6,35.5,45.4
2023-10-07,FLD_04,EQP_004,18.4,54.3,0.0,52.0,42.0,28.2,32.2
2023-10-07,FLD_05,EQP_005,35.7,29.0,0.0,34.7,50.5,31.0,42.8
2023-10-07,FLD_06,EQP_006,19.2,45.7,0.0,61.6,48.5,26.1,39.3
2023-10-08,FLD_01,EQP_001,28.6,55.5,0.0,49.4,44.0,24.7,38.6
2023-10-08,FLD_02,EQP_002,32.6,27.0,0.0,39.3,25.7,31.5,30.1
2023-10-08,FLD_03,EQP_003,20.3,68.2,0.0,32.6,47.0,36.7,35.3
2023-10-08,FLD_04,EQP_004,24.0,57.1,0.51,62.3,74.5,30.9,39.4
2023-10-08,FLD_05,EQP_005,25.7,34.8,0.0,40.7,41.3,20.4,44.4
2023-10-08,FLD_06,EQP_006,20.0,60.1,0.0,57.6,62.9,28.4,38.5
2023-10-09,FLD_01,EQP_001,26.4,32.2,0.01,39.1,33.0,33.1,29.5
2023-10-09,FLD_02,EQP_002,31.6,31.0,0.0,46.0,55.4,22.2,49.0
2023-10-09,FLD_03,EQP_003,23.5,56.6,0.02,35.6,45.6,20.7,35.4
2023-10-09,FLD_04,EQP_004,24.1,44.5,0.14,48.9,46.5,30.4,36.6
2023-10-09,FLD_05,EQP_005,24.3,38.2,0.0,37.2,57.0,36.7,36.1
2023-10-09,FLD_06,EQP_006,23.0,54.6,0.22,51.5,53.6,37.1,36.6
2023-10-10,FLD_01,EQP_001,25.8,40.9,0.0,43.2,56.6,38.4,40.0
